testDate,expression,movement,quality,benchmarkPct,pid
08/02/2025,isometric,agility,rotate,0.6415,1
12/02/2025,isometric,jump,pre-load,0.79,1
16/02/2025,isometric,sprint,acceleration,0.79,1
20/02/2025,dynamic,sprint,max velocity,0.651,1
27/02/2025,isometric,sprint,max velocity,0.707,1
28/02/2025,isometric,sprint,max velocity,0.77,1
03/07/2023,dynamic,jump,land,0.729,1
04/07/2023,isometric,jump,pre-load,,1
27/07/2023,isometric,agility,acceleration,,1
28/07/2023,dynamic,upper body,pull,0.8525,1
02/08/2023,dynamic,upper body,pull,0.8525,1
09/08/2023,dynamic,jump,take off,0.7335,1
11/08/2023,dynamic,jump,take off,0.7335,1
18/08/2023,dynamic,agility,acceleration,0.338,1
19/08/2023,dynamic,upper body,push,0.3495,1
23/08/2023,dynamic,upper body,push,0.412,1
28/08/2023,isometric,sprint,max velocity,,1
30/08/2023,isometric,sprint,max velocity,,1
11/09/2023,isometric,upper body,pull,,1
12/09/2023,isometric,agility,rotate,,1
15/09/2023,dynamic,upper body,push,0.388,1
15/09/2023,dynamic,agility,acceleration,0.388,1
17/09/2023,isometric,agility,acceleration,0.52,1
18/09/2023,isometric,upper body,grapple,,1
23/09/2023,dynamic,jump,pre-load,0.49,1
23/09/2023,dynamic,agility,acceleration,0.4305,1
26/09/2023,dynamic,upper body,pull,0.871,1
01/10/2023,isometric,jump,land,,1
04/10/2023,isometric,jump,land,,1
23/10/2023,dynamic,jump,pre-load,0.4985,1
23/10/2023,dynamic,jump,take off,0.6955,1
25/10/2023,dynamic,agility,acceleration,0.4305,1
31/10/2023,isometric,jump,take off,,1
15/11/2023,dynamic,sprint,acceleration,0.43,1
17/11/2023,dynamic,agility,deceleration,0.871,1
18/11/2023,dynamic,sprint,acceleration,0.43,1
24/11/2023,isometric,jump,pre-load,0.52,1
27/11/2023,dynamic,agility,deceleration,0.871,1
03/12/2023,dynamic,sprint,max velocity,0.6475,1
19/12/2023,dynamic,agility,acceleration,0.43,1
20/12/2023,isometric,upper body,push,0.664,1
28/12/2023,dynamic,agility,deceleration,0.87,1
07/01/2024,dynamic,upper body,push,0.426,1
11/01/2024,isometric,jump,take off,,1
11/01/2024,isometric,agility,acceleration,0.52,1
13/01/2024,dynamic,jump,pre-load,0.498,1
24/01/2024,dynamic,upper body,push,0.4345,1
28/01/2024,dynamic,upper body,pull,0.879,1
29/01/2024,isometric,sprint,max velocity,,1
07/02/2024,isometric,jump,land,,1
09/02/2024,dynamic,jump,pre-load,0.507,1
17/02/2024,dynamic,agility,deceleration,0.89,1
19/02/2024,dynamic,jump,take off,0.64,1
27/02/2024,dynamic,upper body,pull,0.89,1
05/03/2024,dynamic,jump,land,0.668,1
07/03/2024,isometric,sprint,max velocity,,1
09/03/2024,dynamic,jump,take off,0.64,1
26/03/2024,dynamic,agility,acceleration,0.4445,1
03/04/2024,isometric,jump,take off,,1
06/04/2024,dynamic,upper body,pull,0.89,1
12/04/2024,isometric,agility,deceleration,1.1365,1
27/04/2024,isometric,upper body,pull,,1
05/05/2024,isometric,upper body,push,0.704,1
06/05/2024,dynamic,jump,pre-load,0.521,1
08/05/2024,isometric,sprint,acceleration,0.52,1
15/05/2024,isometric,jump,take off,,1
09/06/2024,isometric,sprint,max velocity,0.1995,1
14/06/2024,dynamic,jump,pre-load,0.4655,1
16/06/2024,dynamic,jump,land,0.723,1
24/06/2024,isometric,upper body,push,0.704,1
02/07/2024,dynamic,sprint,max velocity,0.625,1
08/07/2024,isometric,upper body,pull,,1
24/07/2024,dynamic,agility,deceleration,0.855,1
25/07/2024,isometric,jump,land,0.381,1
28/07/2024,dynamic,agility,deceleration,0.855,1
24/08/2024,isometric,agility,deceleration,0.953,1
27/08/2024,isometric,jump,take off,0.363,1
30/08/2024,isometric,agility,deceleration,0.95,1
10/09/2024,dynamic,upper body,push,0.4955,1
11/09/2024,isometric,agility,deceleration,0.932,1
14/09/2024,dynamic,sprint,max velocity,0.678,1
25/09/2024,isometric,sprint,acceleration,0.72,1
15/10/2024,isometric,agility,acceleration,0.72,1
18/10/2024,dynamic,jump,take off,0.7165,1
19/10/2024,dynamic,sprint,acceleration,0.486,1
22/10/2024,isometric,upper body,pull,,1
28/10/2024,isometric,jump,pre-load,0.6935,1
31/10/2024,isometric,sprint,max velocity,0.68,1
09/11/2024,isometric,upper body,pull,,1
17/11/2024,isometric,jump,pre-load,0.7515,1
18/11/2024,dynamic,jump,take off,0.69,1
03/12/2024,dynamic,upper body,push,0.498,1
10/12/2024,dynamic,sprint,acceleration,0.498,1
15/12/2024,isometric,sprint,max velocity,0.685,1
24/12/2024,dynamic,sprint,acceleration,0.498,1
02/01/2025,isometric,jump,pre-load,0.79,1
09/01/2025,isometric,upper body,pull,0.46,1
10/01/2025,dynamic,jump,take off,0.675,1
10/01/2025,isometric,sprint,acceleration,0.79,1
11/01/2025,dynamic,agility,acceleration,0.5,1
14/01/2025,dynamic,upper body,pull,0.853,1
18/01/2025,isometric,jump,pre-load,0.7475,1
20/01/2025,dynamic,upper body,pull,0.853,1
23/01/2025,dynamic,upper body,pull,0.853,1
23/01/2025,dynamic,upper body,push,0.5,1
23/01/2025,isometric,sprint,acceleration,0.7475,1
25/01/2025,isometric,sprint,max velocity,0.749,1
05/02/2025,isometric,agility,deceleration,0.9595,1
08/02/2025,isometric,jump,take off,0.39,1
12/02/2025,isometric,jump,take off,0.397,1
16/02/2025,isometric,upper body,grapple,0.6415,1
03/07/2023,isometric,jump,take off,,1
08/07/2023,isometric,agility,rotate,,1
16/07/2023,dynamic,sprint,acceleration,0.33,1
17/07/2023,isometric,upper body,pull,,1
18/07/2023,dynamic,sprint,acceleration,0.33,1
22/07/2023,dynamic,jump,pre-load,0.589,1
25/07/2023,isometric,agility,rotate,,1
26/07/2023,dynamic,sprint,acceleration,0.345,1
01/08/2023,isometric,agility,rotate,,1
28/08/2023,dynamic,jump,take off,0.69,1
29/08/2023,dynamic,jump,land,0.69,1
30/08/2023,dynamic,sprint,max velocity,0.5845,1
15/09/2023,isometric,upper body,grapple,,1
27/09/2023,dynamic,sprint,max velocity,0.5845,1
29/09/2023,dynamic,sprint,acceleration,0.4305,1
30/09/2023,isometric,upper body,pull,,1
01/10/2023,isometric,sprint,max velocity,,1
02/10/2023,dynamic,upper body,push,0.4305,1
13/10/2023,dynamic,sprint,acceleration,0.4305,1
17/10/2023,isometric,agility,deceleration,1.038,1
04/11/2023,isometric,jump,pre-load,0.52,1
05/11/2023,dynamic,agility,deceleration,0.871,1
08/11/2023,isometric,upper body,grapple,,1
09/11/2023,dynamic,agility,acceleration,0.431,1
13/11/2023,isometric,agility,acceleration,0.52,1
16/11/2023,dynamic,sprint,max velocity,0.6475,1
25/11/2023,isometric,agility,rotate,,1
26/11/2023,isometric,upper body,push,0.67,1
04/12/2023,dynamic,upper body,push,0.43,1
05/12/2023,dynamic,agility,deceleration,0.87,1
07/12/2023,dynamic,upper body,pull,0.87,1
12/12/2023,isometric,jump,pre-load,0.52,1
18/12/2023,isometric,agility,rotate,,1
19/12/2023,isometric,sprint,acceleration,0.52,1
22/12/2023,isometric,upper body,pull,,1
23/12/2023,dynamic,agility,deceleration,0.87,1
23/12/2023,isometric,sprint,max velocity,,1
20/01/2024,isometric,sprint,max velocity,,1
10/02/2024,isometric,sprint,acceleration,0.52,1
12/02/2024,dynamic,sprint,max velocity,0.637,1
15/02/2024,dynamic,sprint,acceleration,0.4345,1
11/03/2024,isometric,agility,acceleration,0.52,1
19/03/2024,isometric,upper body,grapple,,1
21/03/2024,dynamic,jump,take off,0.6525,1
28/03/2024,dynamic,jump,pre-load,0.524,1
29/03/2024,isometric,agility,rotate,,1
29/03/2024,dynamic,sprint,acceleration,0.44,1
30/03/2024,isometric,agility,acceleration,0.52,1
02/04/2024,isometric,jump,pre-load,0.52,1
03/04/2024,isometric,upper body,push,0.704,1
04/04/2024,dynamic,agility,deceleration,0.89,1
08/04/2024,dynamic,upper body,pull,0.89,1
20/04/2024,isometric,jump,land,,1
04/05/2024,isometric,agility,rotate,,1
10/05/2024,isometric,sprint,max velocity,0.1995,1
12/05/2024,dynamic,upper body,push,0.43,1
15/05/2024,isometric,agility,rotate,,1
18/05/2024,isometric,upper body,pull,,1
24/05/2024,isometric,jump,land,,1
28/05/2024,isometric,upper body,push,0.704,1
31/05/2024,dynamic,sprint,max velocity,0.625,1
05/06/2024,isometric,jump,pre-load,0.49,1
05/06/2024,isometric,agility,rotate,,1
20/06/2024,dynamic,agility,acceleration,0.43,1
26/06/2024,dynamic,upper body,push,0.436,1
04/07/2024,isometric,upper body,grapple,,1
07/07/2024,dynamic,jump,land,0.652,1
07/07/2024,dynamic,sprint,acceleration,0.43,1
16/07/2024,dynamic,agility,deceleration,0.894,1
22/07/2024,isometric,jump,land,0.3975,1
26/07/2024,isometric,jump,land,0.381,1
02/08/2024,isometric,jump,take off,0.372,1
06/08/2024,isometric,agility,rotate,0.384,1
13/08/2024,dynamic,sprint,max velocity,0.6795,1
30/08/2024,dynamic,upper body,pull,0.9,1
08/09/2024,dynamic,jump,take off,0.72,1
13/09/2024,dynamic,sprint,acceleration,0.4955,1
14/09/2024,isometric,upper body,push,0.936,1
28/09/2024,isometric,jump,land,0.426,1
14/10/2024,dynamic,jump,land,0.65,1
19/10/2024,dynamic,agility,deceleration,0.88,1
01/11/2024,isometric,upper body,grapple,0.6695,1
01/11/2024,dynamic,upper body,push,0.486,1
02/11/2024,dynamic,jump,land,0.666,1
06/11/2024,dynamic,sprint,max velocity,0.64,1
10/11/2024,isometric,sprint,max velocity,0.6325,1
13/11/2024,isometric,upper body,pull,,1
19/11/2024,isometric,upper body,grapple,0.6895,1
30/11/2024,isometric,upper body,pull,,1
01/12/2024,dynamic,agility,acceleration,0.498,1
06/12/2024,isometric,sprint,acceleration,0.796,1
09/12/2024,isometric,sprint,max velocity,0.685,1
10/12/2024,isometric,upper body,push,0.876,1
14/12/2024,isometric,sprint,max velocity,0.685,1
16/12/2024,dynamic,upper body,pull,0.876,1
30/12/2024,isometric,sprint,max velocity,0.67,1
02/01/2025,isometric,agility,rotate,0.6705,1
04/01/2025,dynamic,upper body,pull,0.856,1
06/01/2025,dynamic,upper body,pull,0.853,1
07/01/2025,dynamic,upper body,push,0.5,1
20/01/2025,isometric,agility,rotate,0.6675,1
27/01/2025,dynamic,jump,pre-load,0.53,1
27/01/2025,isometric,jump,take off,0.4495,1
29/01/2025,isometric,agility,rotate,0.6675,1
10/02/2025,isometric,sprint,acceleration,0.79,1
17/02/2025,dynamic,agility,acceleration,0.495,1
07/03/2025,isometric,agility,acceleration,0.787,1
08/03/2025,isometric,upper body,grapple,0.627,1
08/03/2025,isometric,agility,acceleration,0.787,1
02/07/2023,isometric,sprint,max velocity,,1
07/07/2023,dynamic,upper body,push,0.32,1
20/07/2023,isometric,agility,acceleration,,1
21/07/2023,isometric,sprint,acceleration,,1
21/07/2023,dynamic,sprint,max velocity,0.67,1
25/07/2023,isometric,upper body,pull,,1
25/07/2023,dynamic,sprint,acceleration,0.345,1
31/07/2023,dynamic,jump,take off,0.7365,1
11/08/2023,dynamic,upper body,push,0.358,1
19/08/2023,isometric,jump,land,,1
21/08/2023,dynamic,sprint,max velocity,0.67,1
27/08/2023,isometric,upper body,pull,,1
13/09/2023,dynamic,jump,land,0.69,1
03/10/2023,dynamic,jump,take off,0.711,1
08/10/2023,dynamic,jump,pre-load,0.564,1
11/10/2023,isometric,sprint,max velocity,,1
13/10/2023,dynamic,jump,take off,0.72,1
22/10/2023,isometric,sprint,max velocity,,1
28/10/2023,isometric,agility,rotate,,1
02/11/2023,isometric,sprint,acceleration,0.52,1
05/11/2023,isometric,jump,land,,1
07/11/2023,dynamic,sprint,acceleration,0.43,1
09/11/2023,isometric,jump,take off,,1
13/11/2023,dynamic,agility,deceleration,0.871,1
19/11/2023,isometric,upper body,grapple,,1
28/11/2023,dynamic,sprint,max velocity,0.6475,1
30/11/2023,dynamic,sprint,max velocity,0.6475,1
14/12/2023,dynamic,jump,take off,0.6355,1
14/12/2023,isometric,agility,deceleration,1.04,1
20/12/2023,isometric,agility,deceleration,1.112,1
22/12/2023,isometric,jump,pre-load,0.52,1
01/01/2024,isometric,agility,acceleration,0.52,1
05/01/2024,dynamic,sprint,acceleration,0.426,1
09/01/2024,isometric,upper body,grapple,,1
09/01/2024,dynamic,upper body,pull,0.882,1
13/01/2024,isometric,sprint,max velocity,,1
16/01/2024,isometric,agility,rotate,,1
18/01/2024,dynamic,jump,pre-load,0.498,1
22/01/2024,isometric,upper body,grapple,,1
05/02/2024,isometric,jump,take off,,1
10/02/2024,dynamic,jump,land,0.668,1
15/02/2024,isometric,jump,land,,1
21/02/2024,dynamic,jump,take off,0.64,1
25/02/2024,isometric,agility,deceleration,1.148,1
28/02/2024,dynamic,jump,land,0.668,1
12/03/2024,isometric,upper body,grapple,,1
18/03/2024,isometric,upper body,grapple,,1
20/03/2024,isometric,jump,pre-load,0.52,1
26/03/2024,isometric,agility,rotate,,1
05/04/2024,dynamic,jump,pre-load,0.521,1
14/04/2024,isometric,agility,deceleration,1.1365,1
14/04/2024,isometric,agility,rotate,,1
16/04/2024,isometric,upper body,push,0.704,1
21/04/2024,isometric,sprint,max velocity,-0.2,1
08/05/2024,isometric,upper body,push,0.704,1
17/05/2024,isometric,upper body,grapple,,1
17/05/2024,dynamic,upper body,push,0.43,1
18/05/2024,isometric,jump,take off,,1
20/05/2024,isometric,upper body,push,0.704,1
23/06/2024,dynamic,agility,acceleration,0.436,1
02/07/2024,dynamic,jump,pre-load,0.482,1
02/07/2024,isometric,jump,pre-load,0.46,1
04/07/2024,isometric,jump,pre-load,0.46,1
05/07/2024,isometric,upper body,push,0.698,1
18/07/2024,isometric,agility,acceleration,0.685,1
31/07/2024,dynamic,jump,take off,0.749,1
01/08/2024,isometric,agility,deceleration,1.032,1
13/08/2024,dynamic,agility,acceleration,0.428,1
18/08/2024,dynamic,sprint,max velocity,0.6795,1
20/08/2024,isometric,jump,take off,0.363,1
03/09/2024,isometric,agility,rotate,0.6405,1
29/09/2024,isometric,sprint,acceleration,0.72,1
03/10/2024,isometric,upper body,push,0.936,1
06/10/2024,isometric,sprint,max velocity,0.6975,1
13/10/2024,isometric,jump,pre-load,0.6925,1
16/10/2024,dynamic,upper body,pull,0.868,1
21/10/2024,isometric,agility,rotate,0.6595,1
31/10/2024,isometric,jump,land,0.444,1
31/10/2024,dynamic,agility,acceleration,0.486,1
09/11/2024,isometric,upper body,grapple,0.6795,1
10/11/2024,isometric,agility,acceleration,0.7515,1
16/11/2024,dynamic,upper body,pull,0.88,1
22/11/2024,isometric,agility,acceleration,0.799,1
29/11/2024,dynamic,sprint,max velocity,0.662,1
01/12/2024,dynamic,sprint,acceleration,0.498,1
11/12/2024,dynamic,sprint,acceleration,0.498,1
12/12/2024,isometric,jump,take off,0.4,1
15/12/2024,dynamic,sprint,max velocity,0.666,1
17/12/2024,dynamic,sprint,max velocity,0.666,1
21/12/2024,dynamic,agility,acceleration,0.498,1
21/12/2024,dynamic,sprint,acceleration,0.498,1
24/12/2024,dynamic,sprint,max velocity,0.6645,1
25/12/2024,isometric,upper body,pull,0.46,1
26/12/2024,isometric,upper body,grapple,0.6705,1
10/01/2025,dynamic,agility,deceleration,0.853,1
15/01/2025,isometric,jump,pre-load,0.79,1
17/01/2025,dynamic,agility,acceleration,0.5,1
19/01/2025,isometric,upper body,pull,0.46,1
25/01/2025,isometric,agility,deceleration,0.952,1
28/01/2025,dynamic,jump,land,0.7465,1
31/01/2025,isometric,sprint,acceleration,0.79,1
01/02/2025,isometric,jump,take off,0.39,1
07/02/2025,isometric,upper body,pull,0.8125,1
09/02/2025,dynamic,sprint,max velocity,0.651,1
10/02/2025,isometric,upper body,grapple,0.6415,1
18/02/2025,isometric,jump,pre-load,0.787,1
24/02/2025,isometric,jump,land,0.3955,1
25/02/2025,isometric,sprint,acceleration,0.79,1
28/02/2025,dynamic,sprint,max velocity,0.6495,1
05/03/2025,isometric,jump,land,0.3955,1
02/07/2023,dynamic,upper body,push,0.358,1
05/07/2023,dynamic,agility,acceleration,0.32,1
10/07/2023,isometric,jump,take off,,1
20/07/2023,dynamic,agility,acceleration,0.33,1
22/08/2023,isometric,agility,rotate,,1
14/09/2023,isometric,jump,take off,,1
16/09/2023,dynamic,jump,land,0.69,1
23/09/2023,isometric,upper body,pull,,1
09/10/2023,isometric,jump,land,,1
24/10/2023,dynamic,jump,pre-load,0.4985,1
24/10/2023,isometric,upper body,push,0.67,1
27/10/2023,dynamic,jump,pre-load,0.4985,1
09/11/2023,dynamic,upper body,pull,0.871,1
15/11/2023,dynamic,upper body,push,0.43,1
25/11/2023,dynamic,jump,take off,0.631,1
25/11/2023,dynamic,agility,deceleration,0.871,1
08/12/2023,dynamic,sprint,max velocity,0.6475,1
31/12/2023,dynamic,sprint,max velocity,0.634,1
05/01/2024,isometric,sprint,max velocity,,1
15/01/2024,isometric,upper body,push,0.687,1
19/01/2024,dynamic,upper body,push,0.43,1
24/01/2024,isometric,agility,deceleration,1.138,1
28/01/2024,isometric,jump,land,,1
05/02/2024,isometric,agility,rotate,,1
06/02/2024,isometric,agility,rotate,,1
09/02/2024,isometric,jump,take off,,1
13/02/2024,isometric,upper body,grapple,,1
17/02/2024,isometric,upper body,grapple,,1
19/02/2024,isometric,jump,pre-load,0.52,1
21/02/2024,isometric,sprint,max velocity,,1
29/02/2024,dynamic,sprint,max velocity,0.637,1
18/03/2024,dynamic,upper body,pull,0.89,1
25/03/2024,dynamic,agility,deceleration,0.89,1
10/04/2024,dynamic,agility,deceleration,0.89,1
23/04/2024,dynamic,upper body,pull,0.89,1
01/05/2024,dynamic,jump,take off,0.6395,1
01/05/2024,isometric,upper body,push,0.704,1
08/05/2024,dynamic,agility,deceleration,0.89,1
19/05/2024,isometric,sprint,max velocity,0.1995,1
21/05/2024,dynamic,sprint,acceleration,0.43,1
26/05/2024,isometric,sprint,max velocity,0.1995,1
30/05/2024,dynamic,jump,take off,0.62,1
09/06/2024,isometric,sprint,acceleration,0.49,1
15/06/2024,dynamic,upper body,push,0.43,1
23/06/2024,isometric,jump,pre-load,0.49,1
08/07/2024,dynamic,sprint,acceleration,0.494,1
09/07/2024,isometric,upper body,push,0.842,1
12/07/2024,dynamic,jump,pre-load,0.5175,1
18/07/2024,dynamic,upper body,pull,0.894,1
30/07/2024,isometric,agility,acceleration,0.7305,1
31/07/2024,isometric,agility,rotate,0.286,1
05/08/2024,dynamic,jump,land,0.652,1
06/08/2024,dynamic,upper body,pull,0.852,1
15/08/2024,isometric,upper body,grapple,0.384,1
23/08/2024,dynamic,upper body,push,0.428,1
03/09/2024,dynamic,upper body,push,0.428,1
05/09/2024,dynamic,sprint,acceleration,0.496,1
08/09/2024,dynamic,agility,acceleration,0.496,1
16/09/2024,isometric,upper body,grapple,0.6315,1
21/09/2024,dynamic,agility,acceleration,0.494,1
29/09/2024,isometric,upper body,grapple,0.627,1
30/09/2024,isometric,jump,pre-load,0.72,1
01/10/2024,isometric,upper body,push,0.936,1
08/10/2024,dynamic,jump,take off,0.6955,1
10/10/2024,isometric,jump,take off,0.426,1
21/10/2024,dynamic,agility,deceleration,0.88,1
22/10/2024,isometric,jump,pre-load,0.6935,1
25/10/2024,dynamic,sprint,max velocity,0.652,1
27/10/2024,isometric,agility,rotate,0.6695,1
29/10/2024,dynamic,sprint,acceleration,0.486,1
01/11/2024,isometric,upper body,pull,,1
17/11/2024,isometric,jump,land,0.39,1
29/11/2024,dynamic,sprint,acceleration,0.498,1
02/12/2024,isometric,sprint,acceleration,0.796,1
05/12/2024,dynamic,agility,deceleration,0.876,1
06/12/2024,dynamic,sprint,acceleration,0.498,1
14/12/2024,dynamic,agility,deceleration,0.876,1
18/12/2024,dynamic,jump,pre-load,0.557,1
24/12/2024,isometric,jump,pre-load,0.79,1
29/12/2024,isometric,jump,take off,0.42,1
14/01/2025,dynamic,sprint,acceleration,0.5,1
17/01/2025,isometric,agility,acceleration,0.7475,1
26/01/2025,isometric,upper body,pull,0.46,1
15/02/2025,isometric,agility,rotate,0.6415,1
18/02/2025,dynamic,agility,deceleration,0.87,1
19/02/2025,dynamic,sprint,acceleration,0.495,1
22/02/2025,dynamic,jump,take off,0.68,1
07/03/2025,isometric,agility,rotate,0.627,1
10/07/2023,dynamic,jump,take off,0.705,1
18/07/2023,isometric,upper body,grapple,,1
28/07/2023,dynamic,sprint,acceleration,0.345,1
01/08/2023,dynamic,upper body,pull,0.8525,1
06/08/2023,dynamic,sprint,acceleration,0.39,1
07/08/2023,isometric,upper body,push,,1
09/08/2023,isometric,agility,acceleration,,1
16/08/2023,dynamic,agility,deceleration,0.8695,1
29/08/2023,isometric,upper body,push,,1
04/09/2023,dynamic,agility,acceleration,0.3635,1
06/09/2023,isometric,upper body,pull,,1
08/09/2023,isometric,jump,pre-load,0.52,1
21/09/2023,isometric,upper body,grapple,,1
24/09/2023,isometric,sprint,acceleration,0.52,1
29/09/2023,dynamic,upper body,push,0.4305,1
30/09/2023,dynamic,sprint,max velocity,0.5845,1
17/10/2023,dynamic,upper body,pull,0.871,1
19/10/2023,isometric,jump,pre-load,0.52,1
04/11/2023,isometric,agility,rotate,,1
06/11/2023,isometric,upper body,push,0.67,1
29/11/2023,isometric,jump,pre-load,0.52,1
01/12/2023,dynamic,upper body,pull,0.87,1
07/12/2023,isometric,jump,land,,1
21/12/2023,dynamic,sprint,acceleration,0.43,1
28/12/2023,dynamic,upper body,pull,0.87,1
29/12/2023,dynamic,upper body,push,0.426,1
31/12/2023,isometric,upper body,push,0.664,1
03/01/2024,isometric,jump,pre-load,0.52,1
10/01/2024,isometric,jump,pre-load,0.52,1
30/01/2024,isometric,sprint,acceleration,0.52,1
03/02/2024,isometric,agility,deceleration,1.138,1
04/02/2024,isometric,upper body,grapple,,1
13/02/2024,isometric,upper body,push,0.772,1
16/02/2024,isometric,jump,take off,,1
20/02/2024,isometric,agility,rotate,,1
